T_min,date,T_max,H_min,H_max,extrap
283.72,2021-02-04,289.4249999999999,73.01666666666667,93.15,0.0
284.56166666666667,2021-02-05,289.3283333333333,73.35,92.76666666666668,0.0
284.1716666666667,2021-02-06,288.21666666666664,75.15,92.1,0.0
281.525,2021-02-07,286.3366666666667,68.98333333333333,91.91666666666669,0.0
280.29833333333335,2021-02-08,284.49333333333334,70.05,89.65,0.0
279.99666666666667,2021-02-09,284.5883333333333,69.93333333333334,91.23333333333332,0.0
278.75333333333333,2021-02-10,284.36333333333334,66.13333333333334,91.85,0.0
278.1716666666667,2021-02-11,283.7783333333333,62.65,88.01666666666668,0.0
278.74,2021-02-12,283.4650000000001,66.6,87.91666666666669,0.0
278.3913793103448,2021-02-13,283.7931034482759,62.13793103448275,84.70689655172414,0.0
277.6,2021-02-14,285.39827586206894,58.72413793103448,84.3103448275862,0.0
281.1316666666666,2021-02-15,287.74,62.83333333333334,84.43333333333334,0.0
282.9316666666667,2021-02-16,289.49500000000006,65.5,88.41666666666669,0.0
282.8466666666667,2021-02-17,290.37833333333333,59.81666666666667,91.3,0.0
282.7933333333333,2021-02-18,289.56000000000006,65.03333333333333,90.35,0.0
283.15666666666664,2021-02-19,290.56,64.61666666666666,91.13333333333334,0.0
284.4183333333333,2021-02-20,291.7050000000001,58.71666666666667,85.31666666666666,0.0
284.6066666666666,2021-02-21,291.095,57.88333333333333,82.31666666666666,0.0
285.01166666666666,2021-02-22,290.28333333333336,63.11666666666667,84.86666666666666,0.0
284.5366666666667,2021-02-23,292.11333333333334,61.06666666666667,89.35,0.0
284.6933333333333,2021-02-24,292.7583333333334,56.58333333333334,87.48333333333332,0.0
283.715,2021-02-25,291.35500000000013,57.41666666666666,86.71666666666668,0.0
282.10593220338984,2021-02-26,289.2177966101695,62.22033898305085,91.10169491525423,0.0
281.56166666666667,2021-02-27,288.51333333333326,57.13333333333333,86.93333333333334,0.0
281.07,2021-02-28,288.99666666666667,58.61666666666667,87.58333333333331,0.0
281.0266666666667,2021-03-01,290.50666666666666,54.55,86.31666666666666,0.0
281.8950000000001,2021-03-02,290.795,54.08333333333334,85.36666666666666,0.0
282.74833333333333,2021-03-03,290.265,57.48333333333333,85.18333333333334,0.0
282.7,2021-03-04,289.8183333333334,63.01666666666666,91.03333333333332,0.0
282.25166666666667,2021-03-05,287.76166666666666,59.53333333333333,87.91666666666669,0.0
280.6983333333334,2021-03-06,287.62833333333333,55.96666666666667,82.1,0.0
280.83,2021-03-07,287.935,59.73333333333333,86.35,0.0
280.945,2021-03-08,287.755,57.13333333333333,86.63333333333334,0.0
280.07666666666665,2021-03-09,287.80833333333334,56.53333333333333,86.16666666666669,0.0
279.80333333333334,2021-03-10,289.18,55.05,89.06666666666666,0.0
284.1116666666667,2021-03-11,290.29833333333335,61.8,88.56666666666666,0.0
283.1383333333333,2021-03-12,288.8516666666667,60.61666666666667,87.05,0.0
282.4650000000001,2021-03-13,288.75833333333327,59.11666666666667,85.46666666666667,0.0
282.125,2021-03-14,287.75500000000005,57.4,85.53333333333333,0.0
282.74666666666667,2021-03-15,288.1683333333333,64.11666666666666,87.66666666666669,0.0
282.20423728813563,2021-03-16,288.2161016949152,62.54237288135593,90.13559322033899,0.0
282.73333333333335,2021-03-17,287.75,61.06666666666667,89.33333333333331,0.0
281.1066666666666,2021-03-18,286.50000000000006,59.56666666666667,87.41666666666669,0.0
281.08,2021-03-19,286.2633333333333,57.8,90.46666666666668,0.0
279.37833333333333,2021-03-20,286.7966666666667,52.76666666666666,85.61666666666666,0.0
280.1050000000001,2021-03-21,287.4483333333333,59.38333333333333,85.61666666666666,0.0
280.66166666666663,2021-03-22,288.0750000000001,56.13333333333333,86.35,0.0
279.66186440677967,2021-03-23,289.7296610169492,52.10169491525424,86.40677966101696,0.0
280.4347457627119,2021-03-24,291.9601694915255,49.42372881355932,88.01694915254238,0.0
282.2866666666667,2021-03-25,290.7583333333333,56.16666666666666,89.7,0.0
282.1550000000001,2021-03-26,290.87,59.08333333333334,90.08333333333331,0.0
282.36333333333334,2021-03-27,289.31333333333333,55.03333333333333,87.43333333333334,0.0
280.6940677966101,2021-03-28,291.75508474576264,50.40677966101695,87.05084745762709,0.0
282.6149999999999,2021-03-29,294.51166666666666,47.2,84.51666666666667,0.0
283.99499999999995,2021-03-30,296.0066666666668,44.78333333333333,81.06666666666666,0.0
284.86333333333334,2021-03-31,295.95333333333326,44.43333333333333,80.03333333333333,0.0
285.035,2021-04-01,295.70833333333326,46.35,80.2,0.0
284.4974576271186,2021-04-02,292.64152542372887,52.69491525423729,82.79661016949153,0.0
283.1889830508475,2021-04-03,290.03474576271185,52.966101694915245,81.03389830508475,0.0
281.32413793103444,2021-04-04,290.44137931034487,49.793103448275865,82.65517241379311,0.0
281.4194915254237,2021-04-05,290.2059322033898,52.89830508474577,86.54237288135593,0.0
280.45169491525434,2021-04-06,287.12457627118647,46.89830508474577,81.23728813559322,0.0
279.34491525423726,2021-04-07,287.20084745762716,46.271186440677965,81.57627118644069,0.0
279.725,2021-04-08,290.34166666666664,44.8,78.6,0.0
282.09666666666664,2021-04-09,290.8566666666666,52.85,83.35,0.0
284.25333333333333,2021-04-10,289.6283333333334,65.1,88.73333333333332,0.0
282.67,2021-04-11,288.58166666666665,64.06666666666666,91.2,0.0
280.805,2021-04-12,287.9816666666667,52.11666666666667,89.55,0.0
280.545,2021-04-13,288.94499999999994,47.98333333333333,84.9,0.0
280.61271186440683,2021-04-14,289.1296610169491,47.271186440677965,80.44067796610169,0.0
280.23474576271184,2021-04-15,288.4330508474576,47.61016949152543,80.01694915254237,0.0
280.62666666666667,2021-04-16,288.1683333333333,49.53333333333333,81.51666666666667,0.0
281.4483333333333,2021-04-17,289.01166666666666,49.93333333333333,81.05,0.0
